Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,team,match_url
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,,
Víctor Muñoz,21.0,es ESP,AM,22-237,90,0.0,1.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Aimar Oroz,10.0,es ESP,AM,24-100,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Rubén García,14.0,es ESP,AM,32-236,55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Raúl,9.0,es ESP,FW,25-124,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Lucas Torró,6.0,es ESP,DM,31-231,55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Raúl Moro,18.0,es ESP,MF,23-092,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Jon Moncayola,7.0,es ESP,DM,27-298,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Kike Barja,11.0,es ESP,"FW,MF",28-340,14,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Javi Galán,20.0,es ESP,LB,31-108,76,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Moi Gómez,16.0,es ESP,"FW,MF",31-257,14,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Jorge Herrando,5.0,es ESP,CB,25-007,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Juan Cruz Armada,3.0,es ESP,DF,33-222,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Catena,24.0,es ESP,CB,31-130,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Valentin Rosier,19.0,fr FRA,RB,29-200,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Sergio Herrera,1.0,es ESP,GK,32-275,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
16 Players,,,,,981,2.0,2.0,0.0,0.0,22.0,5.0,2.0,1.0,11.0,11.0,4.0,35.0,7.0,3.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Sergio Herrera,,es ESP,,32-275,90,,,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Vedat Muriqi,7.0,xk KVX,FW,31-317,90,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Mateo Joseph,18.0,es ESP,FW,22-139,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Antonio Sánchez,6.0,es ESP,MF,29-065,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Pablo Torre,20.0,es ESP,FW,22-338,52,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Sergi Darder,10.0,es ESP,MF,32-075,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Manu Morlanes,8.0,es ESP,CM,27-054,62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Jan Virgili,17.0,es ESP,FW,19-224,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Samu Costa,12.0,pt POR,CM,25-100,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Omar Mascarell,5.0,gq EQG,DM,33-033,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Johan Mojica,22.0,co COL,LB,33-198,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Antonio Raillo,21.0,es ESP,CB,34-150,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
David López,27.0,es ESP,DF,23-032,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Martin Valjent,24.0,sk SVK,CB,30-086,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Pablo Maffeo,23.0,es ESP,RB,28-238,87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Mateu Morey,2.0,es ESP,DF,26-005,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Leo Román,1.0,es ESP,GK,25-244,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
16 Players,,,,,972,2.0,1.0,0.0,0.0,8.0,4.0,5.0,1.0,12.0,11.0,0.0,13.0,6.0,4.0,0.0,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Leo Román,,es ESP,,25-244,90,,,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/8a0fe1b1/Osasuna-Mallorca-March-7-2026-La-Liga
Ademola Lookman,22.0,ng NGA,FW,28-138,52,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Antoine Griezmann,7.0,fr FRA,"FW,MF",34-351,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Alexander Sørloth,9.0,no NOR,FW,30-092,90,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Thiago Almada,11.0,ar ARG,LM,24-315,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Nicolás González,23.0,ar ARG,"FW,MF",27-335,37,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Koke,6.0,es ESP,CM,34-058,60,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Johnny Cardoso,5.0,us USA,MF,24-168,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Rodrigo Mendoza,4.0,es ESP,CM,20-357,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Marcos Llorente,14.0,es ESP,"DF,MF",31-036,45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Giuliano Simeone,20.0,ar ARG,RM,23-079,52,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Julián Álvarez,19.0,ar ARG,"FW,MF",26-035,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Matteo Ruggeri,3.0,it ITA,LB,23-239,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Dávid Hancko,17.0,sk SVK,CB,28-084,90,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
José María Giménez,2.0,uy URU,CB,31-046,90,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Nahuel Molina,16.0,ar ARG,RB,27-335,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Jan Oblak,13.0,si SVN,GK,33-059,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
16 Players,,,,,990,3.0,3.0,0.0,0.0,24.0,9.0,1.0,0.0,6.0,10.0,3.0,28.0,12.0,6.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Jan Oblak,,si SVN,,33-059,90,,,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Orri Steinn Óskarsson,9.0,is ISL,FW,21-190,55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Mikel Oyarzabal,10.0,es ESP,"FW,MF",28-320,35,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Luka Sučić,24.0,hr CRO,FW,23-180,73,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Brais Méndez,23.0,es ESP,"FW,MF",29-059,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Ander Barrenetxea,7.0,es ESP,LM,24-070,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Arsen Zakharyan,21.0,ru RUS,"FW,MF",22-285,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Carlos Soler,18.0,es ESP,CM,29-064,73,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Beñat Turrientes,8.0,es ESP,MF,24-035,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Yangel Herrera,12.0,ve VEN,CM,28-052,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Pablo Marín,15.0,es ESP,RM,22-247,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Gonçalo Guedes,11.0,pt POR,"FW,MF",29-098,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Sergio Gómez,17.0,es ESP,LB,25-184,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Duje Ćaleta-Car,16.0,hr CRO,CB,29-171,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Jon Martin,31.0,es ESP,CB,19-318,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Jon Aramburu,2.0,ve VEN,RB,23-227,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Álex Remiro,1.0,es ESP,GK,30-348,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
16 Players,,,,,990,2.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,10.0,5.0,1.0,5.0,7.0,12.0,0.0,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Álex Remiro,,es ESP,,30-348,90,,,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/2fb5060f/Atletico-Madrid-Real-Sociedad-March-7-2026-La-Liga
Iñaki Williams,9.0,gh GHA,FW,31-265,68,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Gorka Guruzeta,11.0,es ESP,FW,29-176,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Unai Gómez,20.0,es ESP,AM,22-286,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Roberto Navarro,23.0,es ESP,MF,23-329,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Selton Sánchez,44.0,es ESP,AM,19-015,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Oihan Sancet,8.0,es ESP,"FW,MF",25-316,45,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Álex Berenguer,7.0,es ESP,AM,30-246,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,3.0,2.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Alejandro Rego,30.0,es ESP,DM,22-269,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Mikel Vesga,6.0,es ESP,MF,32-290,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Mikel Jauregizar,18.0,es ESP,DM,22-114,73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Eder García,49.0,es ESP,FW,22-062,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Adama Boiro,19.0,es ESP,LB,23-258,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Aymeric Laporte,14.0,es ESP,CB,31-284,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Daniel Vivian,3.0,es ESP,CB,26-235,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Andoni Gorosabel,2.0,es ESP,RB,29-215,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Unai Simón,1.0,es ESP,GK,28-269,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
16 Players,,,,,990,0.0,0.0,0.0,0.0,10.0,3.0,2.0,0.0,11.0,9.0,7.0,17.0,16.0,9.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Unai Simón,,es ESP,,28-269,90,,,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Marcus Rashford,14.0,eng ENG,FW,28-127,61,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Raphinha,11.0,br BRA,"FW,MF",29-083,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Ferrán Torres,7.0,es ESP,FW,26-006,61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Robert Lewandowski,9.0,pl POL,FW,37-198,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Lamine Yamal,10.0,es ESP,FW,18-237,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Marc Casado,17.0,es ESP,CM,22-174,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Ronald Araújo,4.0,uy URU,DF,27-000,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Marc Bernal,22.0,es ESP,CM,18-285,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Pedri,8.0,es ESP,MF,23-102,45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Dani Olmo,20.0,es ESP,CM,27-304,61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
Fermin López,16.0,es ESP,MF,22-300,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
João Cancelo,2.0,pt POR,LB,31-284,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,https://fbref.com/en/matches/89db00ad/Athletic-Club-Barcelona-March-7-2026-La-Liga
